param n := 30;
param freezetime := 40;

param R :=
1 0
2 4
3 69
4 129
5 189
6 245
7 453
8 560
9 655
10 691
11 715
12 845
13 971
14 1031
15 1061
16 1091
17 1158
18 1567
19 1640
20 1695
21 1999
22 2093
23 2184
24 2352
25 2406
26 2604
27 2808
28 2907
29 2971
30 3016
;

param E :=
1 0
2 79
3 144
4 204
5 264
6 320
7 528
8 635
9 730
10 766
11 790
12 920
13 1046
14 1106
15 1136
16 1166
17 1233
18 1642
19 1715
20 1770
21 2074
22 2168
23 2259
24 2427
25 2481
26 2679
27 2883
28 2982
29 3046
30 3091
;

param T :=
1 0
2 79
3 144
4 204
5 264
6 320
7 528
8 635
9 730
10 766
11 790
12 920
13 1046
14 1106
15 1136
16 1166
17 1233
18 1642
19 1715
20 1770
21 2074
22 2168
23 2259
24 2427
25 2481
26 2679
27 2883
28 2982
29 3046
30 3091
;

param L :=
1 0
2 96
3 192
4 392
5 464
6 560
7 760
8 832
9 1032
10 1112
11 1184
12 1280
13 1461
14 1591
15 1671
16 1751
17 1831
18 1903
19 1999
20 2180
21 2252
22 2348
23 2576
24 2656
25 2728
26 2928
27 2998
28 3098
29 3170
30 3266
;

param g :=
1 4.00
2 4.00
3 4.00
4 3.00
5 4.00
6 4.00
7 3.00
8 4.00
9 3.00
10 3.00
11 4.00
12 4.00
13 2.00
14 1.00
15 3.00
16 3.00
17 3.00
18 4.00
19 4.00
20 2.00
21 4.00
22 4.00
23 1.00
24 3.00
25 4.00
26 3.00
27 2.00
28 3.00
29 4.00
30 4.00
;

param h :=
1 4.00
2 4.00
3 4.00
4 3.00
5 4.00
6 4.00
7 3.00
8 4.00
9 3.00
10 3.00
11 4.00
12 4.00
13 2.00
14 1.00
15 3.00
16 3.00
17 3.00
18 4.00
19 4.00
20 2.00
21 4.00
22 4.00
23 1.00
24 3.00
25 4.00
26 3.00
27 2.00
28 3.00
29 4.00
30 4.00
;

param S :=
1 1 99999
1 2 96
1 3 96
1 4 200
1 5 96
1 6 96
1 7 200
1 8 96
1 9 200
1 10 200
1 11 96
1 12 96
1 13 181
1 14 228
1 15 200
1 16 200
1 17 200
1 18 96
1 19 96
1 20 181
1 21 96
1 22 96
1 23 228
1 24 200
1 25 96
1 26 200
1 27 181
1 28 200
1 29 96
1 30 96
2 1 96
2 2 99999
2 3 96
2 4 200
2 5 96
2 6 96
2 7 200
2 8 96
2 9 200
2 10 200
2 11 96
2 12 96
2 13 181
2 14 228
2 15 200
2 16 200
2 17 200
2 18 96
2 19 96
2 20 181
2 21 96
