param n := 20;
param freezetime := 10;

param R :=
1 0
2 82
3 59
4 28
5 126
6 20
7 110
8 23
9 42
10 42
11 57
12 39
13 186
14 175
15 139
16 235
17 194
18 162
19 69
20 76
;

param E :=
1 75
2 157
3 134
4 103
5 201
6 95
7 185
8 98
9 117
10 117
11 132
12 114
13 261
14 250
15 214
16 310
17 269
18 237
19 144
20 151
;

param T :=
1 82
2 197
3 160
4 117
5 261
6 106
7 229
8 108
9 132
10 130
11 149
12 126
13 336
14 316
15 258
16 409
17 338
18 287
19 160
20 169
;

param L :=
1 486
2 628
3 561
4 565
5 735
6 524
7 664
8 523
9 578
10 569
11 615
12 551
13 834
14 790
15 688
16 967
17 818
18 726
19 607
20 624
;

param g :=
1 30.00
2 10.00
3 10.00
4 30.00
5 10.00
6 30.00
7 10.00
8 30.00
9 30.00
10 30.00
11 30.00
12 30.00
13 10.00
14 10.00
15 10.00
16 10.00
17 10.00
18 10.00
19 30.00
20 30.00
;

param h :=
1 30.00
2 10.00
3 10.00
4 30.00
5 10.00
6 30.00
7 10.00
8 30.00
9 30.00
10 30.00
11 30.00
12 30.00
13 10.00
14 10.00
15 10.00
16 10.00
17 10.00
18 10.00
19 30.00
20 30.00
;

param S :=
1 1 99999
1 2 15
1 3 15
1 4 8
1 5 15
1 6 8
1 7 15
1 8 8
1 9 8
1 10 8
1 11 8
1 12 8
1 13 15
1 14 15
1 15 15
1 16 15
1 17 15
1 18 15
1 19 8
1 20 8
2 1 15
2 2 99999
2 3 3
2 4 15
2 5 3
2 6 15
2 7 3
2 8 15
2 9 15
2 10 15
2 11 15
2 12 15
2 13 3
2 14 3
2 15 3
2 16 3
2 17 3
2 18 3
2 19 15
2 20 15
3 1 15
3 2 3
3 3 99999
3 4 15
3 5 3
3 6 15
3 7 3
3 8 15
3 9 15
3 10 15
3 11 15
3 12 15
3 13 3
3 14 3
3 15 3
3 16 3
3 17 3
3 18 3
3 19 15
3 20 15
4 1 8
4 2 15
4 3 15
4 4 99999
4 5 15
4 6 8
4 7 15
4 8 8
4 9 8
4 10 8
4 11 8
4 12 8
4 13 15
4 14 15
4 15 15
4 16 15
4 17 15
4 18 15
4 19 8
4 20 8
5 1 15
5 2 3
5 3 3
5 4 15
5 5 99999
5 6 15
5 7 3
5 8 15
5 9 15
5 10 15
5 11 15
5 12 15
5 13 3
5 14 3
5 15 3
5 16 3
5 17 3
5 18 3
5 19 15
5 20 15
6 1 8
6 2 15
6 3 15
6 4 8
6 5 15
6 6 99999
6 7 15
6 8 8
6 9 8
6 10 8
6 11 8
6 12 8
6 13 15
6 14 15
6 15 15
6 16 15
6 17 15
6 18 15
6 19 8
6 20 8
7 1 15
7 2 3
7 3 3
7 4 15
7 5 3
7 6 15
7 7 99999
7 8 15
7 9 15
7 10 15
7 11 15
7 12 15
7 13 3
7 14 3
7 15 3
7 16 3
7 17 3
7 18 3
7 19 15
7 20 15
8 1 8
8 2 15
8 3 15
8 4 8
8 5 15
8 6 8
8 7 15
8 8 99999
8 9 8
8 10 8
8 11 8
8 12 8
8 13 15
8 14 15
8 15 15
8 16 15
8 17 15
8 18 15
8 19 8
8 20 8
9 1 8
9 2 15
9 3 15
9 4 8
9 5 15
9 6 8
9 7 15
9 8 8
9 9 99999
9 10 8
9 11 8
9 12 8
9 13 15
9 14 15
9 15 15
9 16 15
9 17 15
9 18 15
9 19 8
9 20 8
10 1 8
10 2 15
10 3 15
10 4 8
10 5 15
10 6 8
10 7 15
10 8 8
10 9 8
10 10 99999
10 11 8
10 12 8
10 13 15
10 14 15
10 15 15
10 16 15
10 17 15
10 18 15
10 19 8
10 20 8
11 1 8
11 2 15
11 3 15
11 4 8
11 5 15
11 6 8
11 7 15
11 8 8
11 9 8
11 10 8
11 11 99999
11 12 8
11 13 15
11 14 15
11 15 15
11 16 15
11 17 15
11 18 15
11 19 8
11 20 8
12 1 8
12 2 15
12 3 15
12 4 8
12 5 15
12 6 8
12 7 15
12 8 8
12 9 8
12 10 8
12 11 8
12 12 99999
12 13 15
12 14 15
12 15 15
12 16 15
12 17 15
12 18 15
12 19 8
12 20 8
13 1 15
13 2 3
13 3 3
13 4 15
13 5 3
13 6 15
13 7 3
13 8 15
13 9 15
13 10 15
13 11 15
13 12 15
13 13 99999
13 14 3
13 15 3
13 16 3
13 17 3
13 18 3
13 19 15
13 20 15
14 1 15
14 2 3
14 3 3
14 4 15
14 5 3
14 6 15
