param n := 20;
param freezetime := 45;

param R :=
1 54
2 112
3 7
4 10
5 20
6 25
7 26
8 25
9 30
10 47
11 165
12 149
13 67
14 60
15 167
16 225
17 67
18 70
19 63
20 87
;

param E :=
1 129
2 187
3 82
4 85
5 95
6 100
7 101
8 100
9 105
10 122
11 240
12 224
13 142
14 135
15 242
16 300
17 142
18 145
19 138
20 162
;

param T :=
1 155
2 246
3 90
4 94
5 105
6 112
7 112
8 111
9 117
10 137
11 307
12 280
13 161
14 151
15 301
16 393
17 159
18 162
19 153
20 182
;

param L :=
1 559
2 726
3 497
4 502
5 527
6 540
7 536
8 529
9 540
10 587
11 789
12 734
13 639
14 604
15 760
16 931
17 612
18 616
19 590
20 658
;

param g :=
1 10.00
2 10.00
3 30.00
4 30.00
5 30.00
6 30.00
7 30.00
8 30.00
9 30.00
10 30.00
11 10.00
12 10.00
13 30.00
14 30.00
15 10.00
16 10.00
17 30.00
18 30.00
19 30.00
20 30.00
;

param h :=
1 10.00
2 10.00
3 30.00
4 30.00
5 30.00
6 30.00
7 30.00
8 30.00
9 30.00
10 30.00
11 10.00
12 10.00
13 30.00
14 30.00
15 10.00
16 10.00
17 30.00
18 30.00
19 30.00
20 30.00
;

param S :=
1 1 99999
1 2 3
1 3 15
1 4 15
1 5 15
1 6 15
1 7 15
1 8 15
1 9 15
1 10 15
1 11 3
1 12 3
1 13 15
1 14 15
1 15 3
1 16 3
1 17 15
1 18 15
1 19 15
1 20 15
2 1 3
2 2 99999
2 3 15
2 4 15
2 5 15
2 6 15
2 7 15
2 8 15
2 9 15
2 10 15
2 11 3
2 12 3
2 13 15
2 14 15
2 15 3
2 16 3
2 17 15
2 18 15
2 19 15
2 20 15
3 1 15
3 2 15
3 3 99999
3 4 8
3 5 8
3 6 8
3 7 8
3 8 8
3 9 8
3 10 8
3 11 15
3 12 15
3 13 8
3 14 8
3 15 15
3 16 15
3 17 8
3 18 8
3 19 8
3 20 8
4 1 15
4 2 15
4 3 8
4 4 99999
4 5 8
4 6 8
4 7 8
4 8 8
4 9 8
4 10 8
4 11 15
4 12 15
4 13 8
4 14 8
4 15 15
4 16 15
4 17 8
4 18 8
4 19 8
4 20 8
5 1 15
5 2 15
5 3 8
5 4 8
5 5 99999
5 6 8
5 7 8
5 8 8
5 9 8
5 10 8
5 11 15
5 12 15
5 13 8
5 14 8
5 15 15
5 16 15
5 17 8
5 18 8
5 19 8
5 20 8
6 1 15
6 2 15
6 3 8
6 4 8
6 5 8
6 6 99999
6 7 8
6 8 8
6 9 8
6 10 8
6 11 15
6 12 15
6 13 8
6 14 8
6 15 15
6 16 15
6 17 8
6 18 8
6 19 8
6 20 8
7 1 15
7 2 15
7 3 8
7 4 8
7 5 8
7 6 8
7 7 99999
7 8 8
7 9 8
7 10 8
7 11 15
7 12 15
7 13 8
7 14 8
7 15 15
7 16 15
7 17 8
7 18 8
7 19 8
7 20 8
8 1 15
8 2 15
8 3 8
8 4 8
8 5 8
8 6 8
8 7 8
8 8 99999
8 9 8
8 10 8
8 11 15
8 12 15
8 13 8
8 14 8
8 15 15
8 16 15
8 17 8
8 18 8
8 19 8
8 20 8
9 1 15
9 2 15
9 3 8
9 4 8
9 5 8
9 6 8
9 7 8
9 8 8
9 9 99999
9 10 8
9 11 15
9 12 15
9 13 8
9 14 8
9 15 15
9 16 15
9 17 8
9 18 8
9 19 8
9 20 8
10 1 15
10 2 15
10 3 8
10 4 8
10 5 8
10 6 8
10 7 8
10 8 8
10 9 8
10 10 99999
10 11 15
10 12 15
10 13 8
10 14 8
10 15 15
10 16 15
10 17 8
10 18 8
10 19 8
10 20 8
11 1 3
11 2 3
11 3 15
11 4 15
11 5 15
11 6 15
11 7 15
11 8 15
11 9 15
11 10 15
11 11 99999
11 12 3
11 13 15
11 14 15
11 15 3
11 16 3
11 17 15
11 18 15
11 19 15
11 20 15
12 1 3
12 2 3
12 3 15
12 4 15
12 5 15
12 6 15
12 7 15
12 8 15
12 9 15
12 10 15
12 11 3
12 12 99999
12 13 15
12 14 15
12 15 3
12 16 3
12 17 15
12 18 15
12 19 15
12 20 15
13 1 15
13 2 15
13 3 8
13 4 8
13 5 8
13 6 8
13 7 8
13 8 8
13 9 8
13 10 8
13 11 15
13 12 15
13 13 99999
13 14 8
13 15 15
13 16 15
13 17 8
13 18 8
13 19 8
13 20 8
14 1 15
14 2 15
14 3 8
14 4 8
14 5 8
14 6 8
14 7 8
14 8 8
14 9 8
14 10 8
14 11 15
14 12 15
14 13 8
14 14 99999
14 15 15
14 16 15
14 17 8
14 18 8
14 19 8
14 20 8
15 1 3
15 2 3
15 3 15
15 4 15
15 5 15
15 6 15
