param n := 44;
param freezetime := 30;

param R :=
1 0
2 4
3 71
4 151
5 231
6 303
7 453
8 560
9 695
10 767
11 967
12 1039
13 1239
14 1319
15 1391
16 1591
17 1671
18 1743
19 1943
20 2023
21 2095
22 2191
23 2391
24 2463
25 2663
26 2743
27 2823
28 2903
29 2975
30 3071
31 3271
32 3343
33 3543
34 3615
35 3711
36 3911
37 3991
38 4071
39 4143
40 4239
41 4335
42 4431
43 4527
44 4727
;

param E :=
1 0
2 79
3 146
4 226
5 306
6 378
7 528
8 635
9 770
10 842
11 1042
12 1114
13 1314
14 1394
15 1466
16 1666
17 1746
18 1818
19 2018
20 2098
21 2170
22 2266
23 2466
24 2538
25 2738
26 2818
27 2898
28 2978
29 3050
30 3146
31 3346
32 3418
33 3618
34 3690
35 3786
36 3986
37 4066
38 4146
39 4218
40 4314
41 4410
42 4506
43 4602
44 4802
;

param T :=
1 0
2 137
3 271
4 351
5 431
6 503
7 626
8 727
9 895
10 967
11 1167
12 1239
13 1439
14 1519
15 1591
16 1791
17 1871
18 1943
19 2143
20 2223
21 2295
22 2391
23 2591
24 2663
25 2863
26 2943
27 3023
28 3103
29 3175
30 3271
31 3471
32 3543
33 3743
34 3815
35 3911
36 4111
37 4191
38 4271
39 4343
40 4439
41 4535
42 4631
43 4727
44 4927
;

param L :=
1 0
2 196
3 396
4 476
5 556
6 628
7 724
8 820
9 1020
10 1092
11 1292
12 1364
13 1564
14 1644
15 1716
16 1916
17 1996
18 2068
19 2268
20 2348
21 2420
22 2516
23 2716
24 2788
25 2988
26 3068
27 3148
28 3228
29 3300
30 3396
31 3596
32 3668
33 3868
34 3940
35 4036
36 4236
37 4316
38 4396
39 4468
40 4564
41 4660
42 4756
43 4852
44 5052
;

param g :=
1 2.00
2 2.00
3 1.00
4 1.00
5 1.00
6 2.00
7 2.00
8 2.00
9 1.00
10 2.00
11 1.00
12 2.00
13 1.00
14 1.00
15 2.00
16 1.00
17 1.00
18 2.00
19 1.00
20 1.00
21 2.00
22 2.00
23 1.00
24 2.00
25 1.00
26 1.00
27 1.00
28 1.00
29 2.00
30 2.00
31 1.00
32 2.00
33 1.00
34 2.00
35 2.00
36 1.00
37 1.00
38 1.00
39 2.00
40 2.00
41 2.00
42 2.00
43 2.00
44 1.00
;

param h :=
1 2.00
2 2.00
3 1.00
4 1.00
5 1.00
6 2.00
7 2.00
8 2.00
9 1.00
10 2.00
11 1.00
12 2.00
13 1.00
14 1.00
15 2.00
16 1.00
17 1.00
18 2.00
19 1.00
20 1.00
21 2.00
