param n := 50;
param freezetime := 60;

param R :=
1 0
2 82
3 59
4 28
5 126
6 20
7 110
8 23
9 42
10 42
11 57
12 39
13 186
14 175
15 139
16 235
17 194
18 162
19 69
20 76
21 504
22 257
23 150
24 101
25 203
26 220
27 250
28 259
29 287
30 421
31 400
32 254
33 281
34 296
35 236
36 417
37 396
38 360
39 386
40 416
41 437
42 439
43 223
44 244
45 254
46 346
47 289
48 307
49 302
50 136
;

param E :=
1 75
2 157
3 134
4 103
5 201
6 95
7 185
8 98
9 117
10 117
11 132
12 114
13 261
14 250
15 214
16 310
17 269
18 237
19 144
20 151
21 579
22 332
23 225
24 176
25 278
26 295
27 325
28 334
29 362
30 496
31 475
32 329
33 356
34 371
35 311
36 492
37 471
38 435
39 461
40 491
41 512
42 514
43 298
44 319
45 329
46 421
47 364
48 382
49 377
50 211
;

param T :=
1 82
2 197
3 160
4 117
5 261
6 106
7 229
8 108
9 132
10 130
11 149
12 126
13 336
14 316
15 258
16 409
17 338
18 287
19 160
20 169
21 628
22 425
23 333
24 269
25 398
26 378
27 426
28 498
29 521
30 634
31 674
32 512
33 524
34 562
35 412
36 717
37 564
38 572
39 654
40 725
41 732
42 763
43 401
44 450
45 456
46 673
47 527
48 577
49 468
50 345
;

param L :=
1 486
2 628
3 561
4 565
5 735
6 524
7 664
8 523
9 578
10 569
11 615
12 551
13 834
14 790
15 688
16 967
17 818
18 726
19 607
20 624
21 866
22 799
23 712
24 610
25 721
26 781
27 954
28 897
29 1012
30 1023
31 976
32 863
33 963
34 872
35 896
36 1231
37 1013
38 964
39 1036
40 1098
41 1127
42 1134
43 815
44 827
45 927
46 1042
47 958
48 916
49 894
50 828
;

param g :=
1 30.00
2 10.00
3 10.00
4 30.00
5 10.00
6 30.00
7 10.00
8 30.00
9 30.00
10 30.00
11 30.00
12 30.00
13 10.00
14 10.00
15 10.00
16 10.00
17 10.00
18 10.00
19 30.00
20 30.00
21 15.00
22 30.00
23 25.00
24 10.00
25 15.00
26 30.00
27 20.00
28 20.00
29 15.00
30 20.00
31 15.00
32 30.00
33 25.00
34 10.00
35 15.00
36 30.00
37 20.00
38 20.00
39 15.00
40 20.00
41 15.00
42 30.00
43 25.00
44 10.00
45 15.00
46 30.00
47 20.00
48 20.00
49 15.00
50 20.00
;

param h :=
1 30.00
2 10.00
3 10.00
4 30.00
5 10.00
6 30.00
7 10.00
8 30.00
9 30.00
10 30.00
11 30.00
12 30.00
13 10.00
14 10.00
15 10.00
16 10.00
17 10.00
18 10.00
19 30.00
20 30.00
21 15.00
22 30.00
23 25.00
24 10.00
25 15.00
26 30.00
27 20.00
28 20.00
29 15.00
30 20.00
31 15.00
32 30.00
33 25.00
34 10.00
35 15.00
36 30.00
37 20.00
38 20.00
39 15.00
40 20.00
41 15.00
42 30.00
43 25.00
44 10.00
45 15.00
46 30.00
47 20.00
48 20.00
49 15.00
50 20.00
;

param S :=
1 1 99999
1 2 3
1 3 8
1 4 15
1 5 8
1 6 15
1 7 3
1 8 8
1 9 8
1 10 3
1 11 3
1 12 8
1 13 8
1 14 3
1 15 3
1 16 15
1 17 15
1 18 8
1 19 8
1 20 15
1 21 15
1 22 3
1 23 8
1 24 8
1 25 8
1 26 3
1 27 3
1 28 8
1 29 3
1 30 15
1 31 15
1 32 3
1 33 8
1 34 15
1 35 15
1 36 3
1 37 8
1 38 3
1 39 15
1 40 8
1 41 15
1 42 15
1 43 3
1 44 3
1 45 15
1 46 15
1 47 3
1 48 8
1 49 15
1 50 3
2 1 3
2 2 99999
2 3 8
2 4 15
2 5 8
2 6 15
2 7 3
2 8 8
2 9 8
2 10 3
2 11 3
2 12 8
2 13 8
2 14 3
2 15 3
2 16 15
2 17 15
2 18 8
2 19 8
2 20 15
2 21 15
2 22 3
2 23 8
2 24 8
2 25 8
2 26 3
2 27 3
2 28 8
2 29 3
2 30 15
2 31 15
2 32 3
2 33 8
2 34 15
2 35 15
2 36 3
2 37 8
2 38 3
2 39 15
2 40 8
2 41 15
2 42 15
2 43 3
2 44 3
2 45 15
2 46 15
2 47 3
2 48 8
2 49 15
2 50 3
3 1 8
3 2 8
3 3 99999
3 4 15
3 5 8
3 6 15
3 7 3
3 8 8
3 9 8
3 10 3
3 11 3
3 12 8
3 13 8
3 14 3
3 15 3
3 16 15
3 17 15
3 18 8
3 19 8
3 20 15
3 21 15
3 22 3
3 23 8
3 24 8
3 25 8
3 26 3
