param n := 15;
param freezetime := 10;

param R :=
1 54
2 115
3 9
4 14
5 25
6 32
7 34
8 34
9 40
10 59
11 191
12 176
13 85
14 77
15 201
;

param E :=
1 129
2 190
3 84
4 89
5 100
6 107
7 109
8 109
9 115
10 134
11 266
12 251
13 160
14 152
15 276
;

param T :=
1 155
2 250
3 93
4 98
5 111
6 120
7 121
8 120
9 128
10 151
11 341
12 313
13 181
14 171
15 342
;

param L :=
1 559
2 732
3 501
4 509
5 536
6 552
7 550
8 544
9 557
10 610
11 837
12 778
13 674
14 637
15 815
;

param g :=
1 10.00
2 10.00
3 30.00
4 30.00
5 30.00
6 30.00
7 30.00
8 30.00
9 30.00
10 30.00
11 10.00
12 10.00
13 30.00
14 30.00
15 10.00
;

param h :=
1 10.00
2 10.00
3 30.00
4 30.00
5 30.00
6 30.00
7 30.00
8 30.00
9 30.00
10 30.00
11 10.00
12 10.00
13 30.00
14 30.00
15 10.00
;

param S :=
1 1 99999
1 2 3
1 3 15
1 4 15
1 5 15
1 6 15
1 7 15
1 8 15
1 9 15
1 10 15
1 11 3
1 12 3
1 13 15
1 14 15
1 15 3
2 1 3
2 2 99999
2 3 15
2 4 15
2 5 15
2 6 15
2 7 15
2 8 15
2 9 15
2 10 15
2 11 3
2 12 3
2 13 15
2 14 15
2 15 3
3 1 15
3 2 15
3 3 99999
3 4 8
3 5 8
3 6 8
3 7 8
3 8 8
3 9 8
3 10 8
3 11 15
3 12 15
3 13 8
3 14 8
3 15 15
4 1 15
4 2 15
4 3 8
4 4 99999
4 5 8
4 6 8
4 7 8
4 8 8
4 9 8
4 10 8
4 11 15
4 12 15
4 13 8
4 14 8
4 15 15
5 1 15
5 2 15
5 3 8
5 4 8
5 5 99999
5 6 8
5 7 8
5 8 8
5 9 8
5 10 8
5 11 15
5 12 15
5 13 8
5 14 8
5 15 15
6 1 15
6 2 15
6 3 8
6 4 8
6 5 8
6 6 99999
6 7 8
6 8 8
6 9 8
6 10 8
6 11 15
6 12 15
6 13 8
6 14 8
6 15 15
7 1 15
7 2 15
7 3 8
7 4 8
7 5 8
7 6 8
7 7 99999
7 8 8
7 9 8
7 10 8
7 11 15
7 12 15
7 13 8
7 14 8
7 15 15
8 1 15
8 2 15
8 3 8
8 4 8
8 5 8
8 6 8
8 7 8
8 8 99999
8 9 8
8 10 8
8 11 15
8 12 15
8 13 8
8 14 8
8 15 15
9 1 15
9 2 15
9 3 8
9 4 8
9 5 8
9 6 8
9 7 8
9 8 8
9 9 99999
9 10 8
9 11 15
9 12 15
9 13 8
9 14 8
9 15 15
10 1 15
10 2 15
10 3 8
10 4 8
10 5 8
10 6 8
10 7 8
10 8 8
10 9 8
10 10 99999
10 11 15
10 12 15
10 13 8
10 14 8
10 15 15
11 1 3
11 2 3
11 3 15
11 4 15
11 5 15
11 6 15
11 7 15
11 8 15
11 9 15
11 10 15
11 11 99999
11 12 3
11 13 15
11 14 15
11 15 3
12 1 3
12 2 3
12 3 15
12 4 15
12 5 15
12 6 15
12 7 15
12 8 15
12 9 15
12 10 15
12 11 3
12 12 99999
12 13 15
12 14 15
12 15 3
13 1 15
13 2 15
13 3 8
13 4 8
13 5 8
13 6 8
13 7 8
13 8 8
13 9 8
13 10 8
13 11 15
13 12 15
13 13 99999
13 14 8
13 15 15
14 1 15
14 2 15
14 3 8
14 4 8
14 5 8
14 6 8
14 7 8
14 8 8
14 9 8
14 10 8
14 11 15
14 12 15
14 13 8
14 14 99999
14 15 15
15 1 3
15 2 3
15 3 15
15 4 15
15 5 15
15 6 15
15 7 15
15 8 15
15 9 15
15 10 15
15 11 3
15 12 3
15 13 15
15 14 15
15 15 99999
;
